text,intent
"Ya, tanggalnya pas, lanjut!",confirm_booking
"Konfirmasi, bookingnya fix!",confirm_booking
"Iya bro, slot itu gue ambil!",confirm_booking
"Betul, bookingnya oke, ya!",confirm_booking
"Ya, konfirmasi bro, lanjut!",confirm_booking
"Oke, jadwal itu gue setuju!",confirm_booking
"Iya, bookingnya pas, konfirm!",confirm_booking
"Konfirmasi bro, tanggal oke!",confirm_booking
"Ya bro, booking itu fix ya!",confirm_booking
"Betul, slotnya cocok, lanjut!",confirm_booking
"Iya, konfirmasi booking bro!",confirm_booking
"Oke bro, jadwal itu pas!",confirm_booking
"Ya, bookingnya gue konfirm!",confirm_booking
"Konfirmasi, tanggalnya oke!",confirm_booking
"Iya bro, slot itu bener!",confirm_booking
"Betul, bookingnya fix, ya!",confirm_booking
"Ya, konfirmasi, lanjut bro!",confirm_booking
"Oke, jadwalnya cocok, fix!",confirm_booking
"Iya, booking itu gue setuju!",confirm_booking
"Konfirmasi bro, oke banget!",confirm_booking
"Ya bro, tanggal itu pas!",confirm_booking
"Betul, slot itu gue ambil!",confirm_booking
"Iya, konfirmasi booking oke!",confirm_booking
"Oke bro, bookingnya fix!",confirm_booking
"Ya, jadwalnya bener, lanjut!",confirm_booking
"Konfirmasi, bro, slot pas!",confirm_booking
"Iya bro, booking itu cocok!",confirm_booking
"Betul, tanggalnya oke, ya!",confirm_booking
"Ya, konfirmasi bro, fix!",confirm_booking
"Oke, slot itu gue setuju!",confirm_booking
"Iya, bookingnya pas, lanjut!",confirm_booking
"Konfirmasi, jadwalnya oke!",confirm_booking
"Ya bro, booking itu bener!",confirm_booking
"Betul, konfirmasi booking ya!",confirm_booking
"Bro, gue mau cancel booking nih!",cancel_booking
Bisa cancel booking tanggal 20 Mei?,cancel_booking
"Saya pengen batalin booking, bro!",cancel_booking
"Cancel booking hari Jumat, oke?",cancel_booking
"Halo, booking gue mau dibatalin!",cancel_booking
"Bro, cancel booking besok ya!",cancel_booking
Saya mau batalin servis minggu ini!,cancel_booking
Bisa cancel booking jam 10 pagi?,cancel_booking
"Halo, booking gue ga jadi, bro!",cancel_booking
Cancel booking tanggal 23 Mei!,cancel_booking
Saya pengen batalin booking sore!,cancel_booking
"Bro, booking gue mau dicancel!",cancel_booking
Bisa cancel servis hari Sabtu?,cancel_booking
"Halo, batalin booking gue dong!",cancel_booking
Cancel booking jam 2 siang ya!,cancel_booking
Saya mau cancel booking 21 Mei!,cancel_booking
"Bro, booking tanggal 22 batal!",cancel_booking
Bisa cancel servis besok pagi?,cancel_booking
"Halo, booking gue ga lanjut!",cancel_booking
"Cancel booking hari Senin, oke?",cancel_booking
Saya pengen batalin booking bro!,cancel_booking
"Bro, cancel booking jam 4 sore!",cancel_booking
Bisa cancel servis tanggal 25?,cancel_booking
"Halo, booking gue mau batal!",cancel_booking
"Cancel booking 24 Mei, bro!",cancel_booking
Saya mau batalin servis pagi!,cancel_booking
"Bro, booking gue cancel ya!",cancel_booking
Bisa cancel booking hari Rabu?,cancel_booking
"Halo, servis gue ga jadi bro!",cancel_booking
Cancel booking jam 9 pagi!,cancel_booking
Saya pengen batalin booking 26 Mei!,cancel_booking
"Bro, booking tanggal 20 batal!",cancel_booking
Bisa cancel servis sore ini?,cancel_booking
"Halo, booking gue dicancel ya!",cancel_booking
"Cancel booking hari Kamis, oke?",cancel_booking
Saya mau batalin booking bro!,cancel_booking
"Bro, cancel booking jam 3 siang!",cancel_booking
Bisa cancel servis tanggal 23?,cancel_booking
"Halo, booking gue ga jadi lanjut!",cancel_booking
"Cancel booking 22 Mei, bro!",cancel_booking
Saya pengen batalin servis besok!,cancel_booking
"Bro, booking gue batalin dong!",cancel_booking
Bisa cancel booking jam 5 sore?,cancel_booking
"Halo, servis gue cancel ya!",cancel_booking
Cancel booking tanggal 21 Mei!,cancel_booking
Saya mau batalin booking sore!,cancel_booking
"Bro, booking gue ga jadi bro!",cancel_booking
Bisa cancel servis hari Minggu?,cancel_booking
"Halo, booking gue batalin oke!",cancel_booking
Cancel booking jam 11 pagi ya!,cancel_booking
Saya pengen batalin booking 25 Mei!,cancel_booking
"Bro, bisa ganti jadwal booking gue?",reschedule_booking
Saya mau reschedule booking ke 22 Mei!,reschedule_booking
Bisa ubah booking ke hari Sabtu?,reschedule_booking
"Halo, booking gue mau diganti tanggal!",reschedule_booking
"Reschedule booking ke 24 Mei, oke?",reschedule_booking
"Bro, ganti jadwal servis ke besok!",reschedule_booking
Saya pengen ubah booking ke 23 Mei!,reschedule_booking
Bisa reschedule booking jam 2 siang?,reschedule_booking
"Halo, booking gue ganti ke 25 Mei!",reschedule_booking
Ubah jadwal booking ke hari Jumat!,reschedule_booking
"Saya mau reschedule ke 21 Mei, bro!",reschedule_booking
"Bro, booking gue ganti ke sore!",reschedule_booking
Bisa ubah servis ke tanggal 26 Mei?,reschedule_booking
"Halo, reschedule booking gue dong!",reschedule_booking
Ganti jadwal booking ke 20 Mei!,reschedule_booking
Saya pengen ubah booking ke pagi!,reschedule_booking
"Bro, reschedule booking ke 27 Mei!",reschedule_booking
Bisa ganti jadwal servis ke Senin?,reschedule_booking
"Halo, booking gue ubah ke 22 Mei!",reschedule_booking
"Ubah booking ke jam 4 sore, oke?",reschedule_booking
Saya mau reschedule ke 23 Mei pagi!,reschedule_booking
"Bro, ganti jadwal booking ke Rabu!",reschedule_booking
Bisa reschedule servis ke 25 Mei?,reschedule_booking
"Halo, booking gue ganti ke 21 Mei!",reschedule_booking
Reschedule booking ke hari Minggu!,reschedule_booking
Saya pengen ubah booking ke jam 10!,reschedule_booking
"Bro, ubah jadwal servis ke 24 Mei!",reschedule_booking
Bisa ganti booking ke tanggal 20?,reschedule_booking
"Halo, reschedule booking ke sore!",reschedule_booking
"Ubah jadwal booking ke 26 Mei, bro!",reschedule_booking
Saya mau reschedule ke 22 Mei pagi!,reschedule_booking
"Bro, ganti booking ke hari Kamis!",reschedule_booking
Bisa ubah servis ke jam 3 siang?,reschedule_booking
"Halo, booking gue ganti ke 23 Mei!",reschedule_booking
Reschedule booking ke 25 Mei sore!,reschedule_booking
Saya pengen ubah jadwal ke 21 Mei!,reschedule_booking
"Bro, ubah booking ke jam 9 pagi!",reschedule_booking
Bisa ganti jadwal ke tanggal 27?,reschedule_booking
"Halo, reschedule servis ke 20 Mei!",reschedule_booking
"Ubah booking ke hari Selasa, oke?",reschedule_booking
Saya mau reschedule ke 24 Mei pagi!,reschedule_booking
"Bro, ganti jadwal ke 22 Mei sore!",reschedule_booking
Bisa ubah booking ke jam 5 sore?,reschedule_booking
"Halo, booking gue ganti ke 26 Mei!",reschedule_booking
"Reschedule servis ke 23 Mei, bro!",reschedule_booking
Saya pengen ubah ke 21 Mei sore!,reschedule_booking
"Bro, ubah jadwal ke tanggal 25!",reschedule_booking
Bisa ganti booking ke hari Senin?,reschedule_booking
"Halo, reschedule booking ke 20 Mei!",reschedule_booking
Ubah jadwal servis ke jam 11 pagi!,reschedule_booking
"Bro, booking gue udah masuk belum?",ask_booking_status
Status booking tanggal 20 Mei apa?,ask_booking_status
"Saya mau cek status booking, bro!",ask_booking_status
Booking hari Jumat udah fix ga?,ask_booking_status
"Halo, booking gue statusnya apa?",ask_booking_status
Cek status booking besok dong!,ask_booking_status
Saya pengen tahu status booking!,ask_booking_status
Booking jam 10 pagi udah oke?,ask_booking_status
"Halo, status booking gue apa bro?",ask_booking_status
"Cek booking tanggal 23 Mei, bro!",ask_booking_status
Saya mau tahu booking sore statusnya!,ask_booking_status
"Bro, booking gue udah dikonfirmasi?",ask_booking_status
Status servis hari Sabtu apa ya?,ask_booking_status
"Halo, booking gue udah masuk ga?",ask_booking_status
Cek status booking jam 2 siang!,ask_booking_status
Saya pengen cek booking 21 Mei!,ask_booking_status
"Bro, status booking tanggal 22 apa?",ask_booking_status
Status servis besok udah fix?,ask_booking_status
"Cek booking hari Senin, bro!",ask_booking_status
Saya mau tahu status booking gue!,ask_booking_status
"Bro, booking jam 4 sore udah oke?",ask_booking_status
Status servis tanggal 25 Mei apa?,ask_booking_status
"Halo, cek status booking gue dong!",ask_booking_status
"Cek booking 24 Mei, udah masuk?",ask_booking_status
Saya pengen tahu status servis pagi!,ask_booking_status
"Bro, booking gue udah diproses?",ask_booking_status
Status booking hari Rabu apa bro?,ask_booking_status
"Halo, booking gue udah dikonfirm?",ask_booking_status
Cek status servis jam 9 pagi!,ask_booking_status
Saya mau cek booking 26 Mei!,ask_booking_status
"Bro, status booking tanggal 20 apa?",ask_booking_status
Status servis sore ini udah oke?,ask_booking_status
"Halo, booking gue statusnya apa bro?",ask_booking_status
"Cek booking hari Kamis, udah fix?",ask_booking_status
Saya pengen cek status booking!,ask_booking_status
"Bro, booking jam 3 siang udah masuk?",ask_booking_status
Status servis tanggal 23 Mei apa?,ask_booking_status
"Halo, cek status booking gue ya!",ask_booking_status
"Cek booking 22 Mei, bro, oke ga?",ask_booking_status
Saya mau tahu status servis besok!,ask_booking_status
"Bro, booking gue udah diatur ga?",ask_booking_status
Status booking jam 5 sore apa?,ask_booking_status
"Halo, cek status servis 25 Mei!",ask_booking_status
"Cek booking tanggal 21 Mei, bro!",ask_booking_status
Saya pengen cek status booking sore!,ask_booking_status
"Bro, booking gue udah masuk sistem?",ask_booking_status
Status servis hari Minggu apa ya?,ask_booking_status
"Halo, booking gue udah fix ga?",ask_booking_status
Cek status booking jam 11 pagi!,ask_booking_status
Saya mau cek booking 24 Mei!,ask_booking_status
"Bro, detail booking gue apa aja?",ask_booking_details
Bisa kasih detail booking 20 Mei?,ask_booking_details
"Saya mau tahu detail booking, bro!",ask_booking_details
Booking hari Jumat detailnya apa?,ask_booking_details
"Halo, detail booking gue dong!",ask_booking_details
"Cek detail booking besok, bro!",ask_booking_details
Saya pengen tahu detail servis!,ask_booking_details
Detail booking jam 10 pagi apa?,ask_booking_details
"Halo, kasih detail booking gue!",ask_booking_details
"Detail booking tanggal 23 Mei, bro!",ask_booking_details
Saya mau cek detail booking sore!,ask_booking_details
"Bro, booking gue detailnya apa?",ask_booking_details
Detail servis hari Sabtu apa ya?,ask_booking_details
"Halo, detail booking gue apa bro?",ask_booking_details
Cek detail booking jam 2 siang!,ask_booking_details
Saya pengen tahu detail 21 Mei!,ask_booking_details
"Bro, detail booking tanggal 22 apa?",ask_booking_details
Detail servis besok apa aja?,ask_booking_details
"Halo, kasih detail booking gue dong!",ask_booking_details
Cek detail booking hari Senin!,ask_booking_details
Saya mau tahu detail booking gue!,ask_booking_details
"Bro, detail booking jam 4 sore apa?",ask_booking_details
Detail servis tanggal 25 Mei apa?,ask_booking_details
"Halo, cek detail booking gue ya!",ask_booking_details
"Cek detail booking 24 Mei, bro!",ask_booking_details
Saya pengen tahu detail servis pagi!,ask_booking_details
Detail booking hari Rabu apa bro?,ask_booking_details
"Halo, kasih detail servis gue!",ask_booking_details
Cek detail booking jam 9 pagi!,ask_booking_details
Saya mau cek detail 26 Mei!,ask_booking_details
"Bro, detail booking tanggal 20 apa?",ask_booking_details
Detail servis sore ini apa aja?,ask_booking_details
Cek detail booking hari Kamis!,ask_booking_details
Saya pengen cek detail booking!,ask_booking_details
"Bro, detail booking jam 3 siang apa?",ask_booking_details
Detail servis tanggal 23 Mei apa?,ask_booking_details
"Cek detail booking 22 Mei, bro!",ask_booking_details
Saya mau tahu detail servis besok!,ask_booking_details
"Bro, detail booking gue lengkap ga?",ask_booking_details
Detail booking jam 5 sore apa?,ask_booking_details
"Halo, cek detail servis 25 Mei!",ask_booking_details
Cek detail booking tanggal 21 Mei!,ask_booking_details
Saya pengen cek detail booking sore!,ask_booking_details
"Bro, detail booking gue apa bro?",ask_booking_details
Detail servis hari Minggu apa ya?,ask_booking_details
"Halo, kasih detail booking gue oke!",ask_booking_details
Cek detail booking jam 11 pagi!,ask_booking_details
Saya mau cek detail 24 Mei!,ask_booking_details
"Halo bro, apa kabar?",greeting
"Selamat pagi, bengkel buka ga?",greeting
"Hai, ada mekanik di situ?",greeting
"Halo, apa kabar bengkelnya?",greeting
"Selamat malam, masih buka ga?",greeting
"Hey, apa kabar bro?",greeting
"Assalamualaikum, bengkel oke?",greeting
"Pagi, motor gue sehat ga ya?",greeting
"Halo, siap bantu kendaraan gue?",greeting
"Selamat siang, apa kabar mesin?",greeting
"Hai, bengkel masih ramai ga?",greeting
"Halo bro, kendaraan gue butuh cek!",greeting
"Selamat sore, apa kabar ban gue?",greeting
"Hey, mekanik andalan di mana?",greeting
"Halo, apa kabar oli mesin?",greeting
"Selamat pagi bro, siap servis?",greeting
"Hai, apa kabar knalpot gue?",greeting
"Halo, bengkel ready ga?",greeting
"Selamat malam, butuh bantuan nih!",greeting
"Hey, apa kabar rem motor gue?",greeting
"Halo bro, kendaraan gue oke ga?",greeting
"Selamat siang, apa kabar aki?",greeting
"Hai, bengkel ada promo ga?",greeting
"Halo, apa kabar suspensi mobil?",greeting
"Selamat sore, siap cek mesin?",greeting
"Hey, apa kabar karburator?",greeting
"Halo, bengkel buka sampai jam berapa?",greeting
"Selamat pagi, apa kabar busi?",greeting
"Hai, apa kabar kampas rem?",greeting
"Halo bro, kendaraan gue minta diservis!",greeting
"Selamat malam, mekanik ada di tempat?",greeting
"Hey, apa kabar rantai motor?",greeting
"Halo, apa kabar bengkel favorit gue?",greeting
"Selamat siang, siap bantu cek ban?",greeting
"Hai, apa kabar lampu mobil?",greeting
"Halo, apa kabar dinamo starter?",greeting
"Selamat sore, apa kabar klakson?",greeting
"Hey, apa kabar spion mobil gue?",greeting
"Halo bro, bengkel rame ga hari ini?",greeting
"Selamat pagi, apa kabar filter udara?",greeting
"Hai, apa kabar injeksi mesin?",greeting
"Halo, apa kabar pompa bensin?",greeting
"Selamat malam, apa kabar radiator?",greeting
"Hey, apa kabar bearing roda?",greeting
"Halo, apa kabar transmisi mobil?",greeting
"Selamat siang, apa kabar shockbreaker?",greeting
"Hai, apa kabar velg motor?",greeting
"Halo bro, apa kabar bensinnya?",greeting
"Selamat sore, apa kabar kopling?",greeting
"Hai, apa kabar setir mobil?",greeting
"Halo, apa kabar bengkel di weekend?",greeting
"Selamat pagi, apa kabar mekanik bro?",greeting
"Hai, apa kabar bengkel virtual ini?",greeting
"Oke, sampai jumpa bro!",goodbye
"Makasih ya, dadah!",goodbye
"Sampai ketemu lagi, bengkel top!",goodbye
"Bye, ntar gue balik lagi!",goodbye
"Terima kasih, sampai nanti!",goodbye
"Dadah, keep up the good work!",goodbye
"Sampai jumpa, bengkel andalan!",goodbye
"Oke, gue cabut dulu ya!",goodbye
"Makasih bro, sampai ketemu!",goodbye
"Bye bye, servisnya mantap!",goodbye
"Sampai nanti, jaga mesin gue!",goodbye
"Terima kasih, balik lagi soon!",goodbye
"Dadah, bengkelmu juara!",goodbye
"Oke, sampai jumpa di servis berikutnya!",goodbye
"Makasih banyak, bye bro!",goodbye
"Sampai ketemu, kendaraan gue udah oke!",goodbye
"Bye, bengkelmu bikin puas!",goodbye
"Sampai jumpa, jangan lupa promo ya!",goodbye
"Terima kasih, ntar gue mampir lagi!",goodbye
"Dadah, hasil servisnya kinclong!",goodbye
"Oke, cabut dulu, makasih!",goodbye
"Makasih bro, sampai nanti!",goodbye
"Sampai ketemu, ban gue udah mulus!",goodbye
"Bye, bengkelmu selalu top!",goodbye
"Sampai jumpa, oli gue udah diganti!",goodbye
"Terima kasih, keep it up!",goodbye
"Dadah, ntar gue kasih bintang lima!",goodbye
"Oke, sampai nanti, bro!",goodbye
"Makasih, servisnya cepet banget!",goodbye
"Sampai ketemu, motor gue udah ngegas!",goodbye
"Bye, bengkelmu bikin senang!",goodbye
"Sampai jumpa, rem gue udah pakem!",goodbye
"Terima kasih, balik lagi besok!",goodbye
"Dadah, bengkelmu nomor satu!",goodbye
"Oke, gue off dulu, makasih!",goodbye
"Makasih bro, sampai jumpa lagi!",goodbye
"Sampai ketemu, mobil gue udah oke!",goodbye
"Bye, bengkelmu bikin takjub!",goodbye
"Sampai nanti, aki gue udah full!",goodbye
"Terima kasih, ntar gue review!",goodbye
"Dadah, servisnya bikin puas!",goodbye
"Oke, sampai jumpa, bro!",goodbye
"Makasih, bengkelmu selalu ramah!",goodbye
"Sampai ketemu, knalpot gue udah normal!",goodbye
"Bye, ntar gue ajak temen!",goodbye
"Sampai jumpa, kampas rem udah diganti!",goodbye
"Terima kasih, bengkelmu mantap!",goodbye
"Dadah, ntar gue balik buat servis rutin!",goodbye
"Oke, cabut dulu, sampai nanti!",goodbye
"Makasih bro, bengkelmu jadi andalan!",goodbye
"Sampai ketemu, suspensi gue udah nyaman!",goodbye
"Bye, bengkelmu bikin hari ini lancar!",goodbye
"Makasih bro, infonya membantu banget!",thank_you
"Terima kasih, bengkelmu top!",thank_you
"Thanks ya, cepet banget responnya!",thank_you
"Makasih banyak, jelas banget!",thank_you
"Terima kasih bro, bengkel andalan!",thank_you
"Thanks, infonya bikin gue paham!",thank_you
"Makasih, servisnya mantap!",thank_you
"Terima kasih, bantuanmu juara!",thank_you
"Thanks bro, bengkelmu keren!",thank_you
"Makasih banyak, cepet banget!",thank_you
"Terima kasih, infonya berguna!",thank_you
"Thanks, bengkelmu selalu oke!",thank_you
"Makasih bro, responsnya cepet!",thank_you
"Terima kasih, bengkelmu nomor satu!",thank_you
"Thanks ya, jelasinnya detail!",thank_you
"Makasih, bantuanmu bikin senang!",thank_you
"Terima kasih, servisnya puas!",thank_you
"Thanks bro, infonya pas banget!",thank_you
"Makasih banyak, bengkelmu ramah!",thank_you
"Terima kasih, cepet tanggap!",thank_you
"Thanks, bengkelmu bikin nyaman!",thank_you
"Makasih bro, infonya jelas!",thank_you
"Terima kasih, bantuanmu mantap!",thank_you
"Thanks ya, bengkelmu top markotop!",thank_you
"Makasih, responsnya super cepet!",thank_you
"Terima kasih, infonya bikin lega!",thank_you
"Thanks bro, bengkelmu selalu membantu!",thank_you
"Makasih banyak, servisnya oke!",thank_you
"Terima kasih, bengkelmu juara!",thank_you
"Thanks, infonya bikin gue tenang!",thank_you
"Makasih bro, bantuanmu keren!",thank_you
"Terima kasih, responsnya mantap!",thank_you
"Thanks ya, bengkelmu bikin puas!",thank_you
"Makasih, infonya bikin jelas!",thank_you
"Terima kasih, bengkelmu ramah banget!",thank_you
"Thanks bro, cepet banget bantuannya!",thank_you
"Makasih banyak, infonya pas!",thank_you
"Terima kasih, bengkelmu selalu top!",thank_you
"Thanks, bantuanmu bikin senang!",thank_you
"Makasih bro, servisnya kinclong!",thank_you
"Terima kasih, infonya super berguna!",thank_you
"Thanks ya, bengkelmu nomor satu!",thank_you
"Makasih, responsnya bikin lega!",thank_you
"Terima kasih, bengkelmu cepet tanggap!",thank_you
"Thanks bro, infonya bikin nyaman!",thank_you
"Makasih banyak, bantuanmu juara!",thank_you
"Terima kasih, servisnya bikin puas!",thank_you
"Thanks, bengkelmu selalu ramah!",thank_you
"Makasih bro, infonya bikin tenang!",thank_you
"Terima kasih, bengkelmu mantap banget!",thank_you
"Thanks ya, bantuanmu super cepet!",thank_you
"Makasih, infonya bikin gue happy!",thank_you
"Maaf bro, salah ketik tadi!",apology
"Sorry, gue bingung nanya apa!",apology
"Maaf, pertanyaannya ga jelas ya?",apology
"Mohon maaf, tadi typo nih!",apology
"Sorry bro, gue salah input!",apology
"Maaf, maksud gue ga gitu!",apology
"Mohon maaf, pertanyaannya ribet!",apology
"Sorry, gue ga jelas tadi!",apology
"Maaf bro, salah nanya tadi!",apology
"Mohon maaf, gue bingung sendiri!",apology
"Sorry, tadi ga fokus nanya!",apology
"Maaf, pertanyaannya acak banget!",apology
"Mohon maaf, salah ketik nih!",apology
"Sorry bro, gue ga jelas maksudnya!",apology
"Maaf, tadi salah kasih info!",apology
"Mohon maaf, pertanyaannya ga nyambung!",apology
"Sorry, gue typo tadi bro!",apology
"Maaf, maksud gue salah paham!",apology
"Mohon maaf, tadi ga jelas nanya!",apology
"Sorry bro, pertanyaannya aneh!",apology
"Maaf, gue salah input data!",apology
"Mohon maaf, tadi buru-buru!",apology
"Sorry, pertanyaannya ga pas!",apology
"Maaf bro, gue bingung nanya!",apology
"Mohon maaf, salah ketik tadi!",apology
"Sorry, tadi ga sengaja salah!",apology
"Maaf, pertanyaannya ga jelas banget!",apology
"Mohon maaf, gue typo nih!",apology
"Sorry bro, tadi salah nanya!",apology
"Maaf, maksud gue ga gitu bro!",apology
"Mohon maaf, pertanyaannya ribet ya!",apology
"Sorry, gue ga fokus tadi!",apology
"Maaf, tadi salah kasih pertanyaan!",apology
"Sorry bro, pertanyaannya acak!",apology
"Maaf, tadi typo parah!",apology
"Mohon maaf, salah input nih!",apology
"Sorry, gue ga jelas tadi bro!",apology
"Maaf, pertanyaannya ga nyambung!",apology
"Mohon maaf, tadi buru-buru nanya!",apology
"Sorry bro, gue salah maksud!",apology
"Maaf, tadi ga sengaja typo!",apology
"Mohon maaf, pertanyaannya aneh ya!",apology
"Sorry, gue bingung sendiri tadi!",apology
"Maaf, salah ketik bro!",apology
"Mohon maaf, tadi ga jelas banget!",apology
"Sorry, pertanyaannya ga pas bro!",apology
"Maaf, gue typo tadi nih!",apology
"Mohon maaf, salah nanya tadi!",apology
"Sorry bro, tadi ga fokus!",apology
"Maaf, pertanyaannya bikin bingung!",apology
"Apa kabar bro, bengkel ramai?",ask_how_are_you
"Halo, mekaniknya sehat ga?",ask_how_are_you
"Hey, apa kabar bengkel hari ini?",ask_how_are_you
"Gimana kabarnya, bro?",ask_how_are_you
"Apa kabar, bengkel oke ga?",ask_how_are_you
"Halo, mekaniknya lagi apa?",ask_how_are_you
"Hey, apa kabar tim bengkel?",ask_how_are_you
"Gimana kabar bro, sibuk ga?",ask_how_are_you
"Apa kabar, bengkel masih top?",ask_how_are_you
"Halo, mekaniknya happy ga?",ask_how_are_you
"Hey, apa kabar bengkel virtual?",ask_how_are_you
"Gimana kabarnya, bro, rame?",ask_how_are_you
"Apa kabar, bengkel siap servis?",ask_how_are_you
"Halo, mekaniknya lagi santai?",ask_how_are_you
"Hey, apa kabar bengkel di weekend?",ask_how_are_you
"Gimana kabar bro, bengkel oke?",ask_how_are_you
"Apa kabar, mekanik masih semangat?",ask_how_are_you
"Halo, bengkelnya lagi apa?",ask_how_are_you
"Hey, apa kabar bro, sehat?",ask_how_are_you
"Gimana kabarnya, bengkel ramai?",ask_how_are_you
"Apa kabar, mekaniknya fit ga?",ask_how_are_you
"Halo, bengkelnya lagi sibuk?",ask_how_are_you
"Hey, apa kabar bro, bengkel top?",ask_how_are_you
"Gimana kabar, mekanik oke?",ask_how_are_you
"Apa kabar, bengkel masih jaya?",ask_how_are_you
"Halo, apa kabar tim mekanik?",ask_how_are_you
"Hey, gimana kabar bro, happy?",ask_how_are_you
"Apa kabar, bengkel siap ngegas?",ask_how_are_you
"Halo, mekaniknya lagi apa bro?",ask_how_are_you
"Gimana kabar, bengkel masih mantap?",ask_how_are_you
"Apa kabar, bro, bengkel oke?",ask_how_are_you
"Hey, apa kabar mekanik andalan?",ask_how_are_you
"Halo, gimana kabar bengkel hari ini?",ask_how_are_you
"Apa kabar, bro, masih semangat?",ask_how_are_you
"Gimana kabar, bengkel rame ga?",ask_how_are_you
"Halo, apa kabar mekanik bro?",ask_how_are_you
"Hey, apa kabar bengkel virtual ini?",ask_how_are_you
"Apa kabar, bro, bengkel siap?",ask_how_are_you
"Halo, gimana kabar tim bengkel?",ask_how_are_you
"Gimana kabar, mekanik sehat?",ask_how_are_you
"Apa kabar, bengkel masih kinclong?",ask_how_are_you
"Halo, apa kabar bro, bengkel oke?",ask_how_are_you
"Hey, gimana kabar mekanik hari ini?",ask_how_are_you
"Apa kabar, bro, bengkel ramai?",ask_how_are_you
"Halo, apa kabar bengkel di pagi ini?",ask_how_are_you
"Gimana kabar, mekanik masih top?",ask_how_are_you
"Apa kabar, bro, bengkel happy?",ask_how_are_you
"Halo, apa kabar bengkel malam ini?",ask_how_are_you
"Hey, gimana kabar bro, bengkel siap?",ask_how_are_you
"Apa kabar, mekanik lagi santai?",ask_how_are_you
"Halo, apa kabar bengkel di weekend?",ask_how_are_you
"Gimana kabar, bro, bengkel mantap?",ask_how_are_you
"Bro, berapa biaya servis motor matic?",ask_service_price
"Halo, harga servis rutin mobil berapa?",ask_service_price
"Cek mesin motor sport, harganya berapa?",ask_service_price
"Saya mau tahu biaya ganti oli motor, bro!",ask_service_price
Harga servis rem motor bebek berapa ya?,ask_service_price
"Berapa biaya cek aki mobil, bro?",ask_service_price
"Halo, servis suspensi motor berapa harganya?",ask_service_price
Biaya servis matic Honda Beat berapa?,ask_service_price
"Bro, harga ganti kampas rem motor berapa?",ask_service_price
Saya pengen tahu biaya servis karburator!,ask_service_price
"Harga cek ban mobil berapa, bro?",ask_service_price
Berapa biaya servis rutin motor sport?,ask_service_price
"Halo, harga servis knalpot motor berapa?",ask_service_price
Biaya ganti busi motor matic berapa?,ask_service_price
"Bro, servis injeksi mesin harganya berapa?",ask_service_price
Saya mau tahu harga servis radiator mobil!,ask_service_price
"Harga servis moped berapa ya, bro?",ask_service_price
Berapa biaya cek kopling motor matic?,ask_service_price
"Halo, harga servis shockbreaker berapa?",ask_service_price
Biaya servis motor Yamaha NMax berapa?,ask_service_price
"Bro, berapa harga servis rantai motor?",ask_service_price
Saya pengen tahu biaya servis lampu mobil!,ask_service_price
Harga servis filter udara motor berapa?,ask_service_price
"Berapa biaya ganti oli mobil, bro?",ask_service_price
"Halo, servis transmisi mobil harganya berapa?",ask_service_price
Biaya servis motor bebek Suzuki berapa?,ask_service_price
"Bro, harga cek bearing roda berapa?",ask_service_price
Saya mau tahu biaya servis velg motor!,ask_service_price
Harga servis pompa bensin mobil berapa?,ask_service_price
"Berapa biaya servis rutin matic, bro?",ask_service_price
"Halo, harga servis klakson mobil berapa?",ask_service_price
Biaya ganti spion motor berapa ya?,ask_service_price
"Bro, servis dinamo starter harganya berapa?",ask_service_price
Saya pengen tahu harga servis full motor!,ask_service_price
Harga servis rem ABS mobil berapa?,ask_service_price
Berapa biaya cek injeksi motor matic?,ask_service_price
"Halo, servis setir mobil harganya berapa?",ask_service_price
Biaya servis motor Kawasaki Ninja berapa?,ask_service_price
"Bro, harga servis rantai keteng berapa?",ask_service_price
Saya mau tahu biaya servis AC mobil!,ask_service_price
Harga servis tune-up motor berapa?,ask_service_price
Berapa biaya servis karburator motor bebek?,ask_service_price
"Halo, harga servis ban tubeless berapa?",ask_service_price
"Biaya servis motor Vario berapa, bro?",ask_service_price
"Bro, berapa harga servis kopling mobil?",ask_service_price
Saya pengen tahu biaya servis lampu rem!,ask_service_price
Harga servis full tune-up mobil berapa?,ask_service_price
Berapa biaya servis shock depan motor?,ask_service_price
"Halo, harga servis wiper mobil berapa?",ask_service_price
Biaya servis rantai motor sport berapa?,ask_service_price
"Bro, berapa harga servis radiator motor?",ask_service_price
"Bro, harga oli mesin motor berapa?",ask_sparepart_price
"Halo, berapa harga kampas rem motor matic?",ask_sparepart_price
Saya mau tahu harga busi motor sport!,ask_sparepart_price
"Harga aki mobil berapa ya, bro?",ask_sparepart_price
"Berapa harga ban motor matic, bro?",ask_sparepart_price
"Bro, harga rantai motor bebek berapa?",ask_sparepart_price
"Halo, berapa harga filter udara motor?",ask_sparepart_price
Saya pengen tahu harga knalpot aftermarket!,ask_sparepart_price
"Harga spion motor matic berapa, bro?",ask_sparepart_price
Berapa harga kopling motor sport?,ask_sparepart_price
"Bro, harga lampu depan mobil berapa?",ask_sparepart_price
"Halo, berapa harga bearing roda motor?",ask_sparepart_price
Saya mau tahu harga velg motor matic!,ask_sparepart_price
"Harga shockbreaker motor berapa, bro?",ask_sparepart_price
Berapa harga karburator motor bebek?,ask_sparepart_price
"Bro, harga dinamo starter motor berapa?",ask_sparepart_price
