vehicle_type,problem_description,diagnosis,first_aid,second_aid,third_aid
motor,Mesin motor bunyi ngiung dari roda,Bearing roda aus,"Cek bearing roda apa ada goyang berlebih. Ganti bearing kalo aus.","Kalau bearing oke, cek apa ada aus di as roda. Ganti as roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Setir mobil bunyi decit pas belok,Belt power steering kendor,"Cek kekencangan belt power steering. Kencengin belt kalo kendor.","Kalau belt kenceng, cek pulley power steering apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek pompa power steering."
mobil,Setir mobil bunyi pas muter,Bushing suspensi aus,"Cek bushing suspensi apa aus. Ganti bushing kalo aus.","Kalau bushing oke, cek shockbreaker apa ada bocor. Ganti shockbreaker.","Bawa ke bengkel buat cek suspensi."
motor,Lampu motor bunyi tik pas jalan,Bohlam longgar,"Cek apa bohlam lampu longgar. Kencengin bohlam atau ganti soket lampu.","Kalau bohlam kenceng, cek kabel lampu apa ada yang putus. Sambung kabel yang putus.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi klik pas nyala,Relay AC rusak,"Cek relay AC apa jalan. Ganti relay kalo rusak.","Kalau relay oke, cek switch AC apa berfungsi. Ganti switch kalo rusak.","Kalau bunyi tetep ada, cek kompresor AC."
mobil,AC mobil bunyi pas dinyalain,Kipas blower macet,"Cek kipas blower apa macet. Bersihin atau ganti kipas blower.","Kalau kipas blower oke, cek motor blower apa aus. Ganti motor blower.","Kalau bunyi masih ada, cek ducting AC."
motor,Mesin motor bunyi krek pas ngegas,Rantai timing longgar,"Cek kekencangan rantai timing. Kencengin rantai timing.","Kalau rantai timing normal, cek tensioner rantai timing. Ganti tensioner kalo rusak.","Kalau bunyi tetep ada, bawa ke bengkel buat cek dalam."
mobil,Mesin mobil bunyi klotok pas nyetir,Bearing roda aus,"Angkat mobil trus goyangin roda. Kalo goyang berlebih, bearing aus. Ganti bearing.","Kalau bearing oke, cek apa ada aus di hub roda. Ganti hub roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Mesin mobil bunyi aneh pas jalan,Shockbreaker rusak,"Cek shockbreaker apa ada bocor oli. Ganti shockbreaker kalo rusak.","Kalau shockbreaker oke, cek bushing suspensi apa aus. Ganti bushing.","Bawa ke bengkel buat cek suspensi."
motor,Rantai motor bunyi dari rem,Kampas rem aus,"Cek ketebalan kampas rem. Ganti kampas rem kalo aus.","Kalau kampas rem oke, cek cakram rem apa bengkok. Ratahin atau ganti cakram.","Kalau bunyi tetep ada, cek kaliper rem."
mobil,Lampu dashboard nyala tanda baterai lelet,Aki lemah,"Cek voltase aki. Kalo di bawah 12.4V, aki lemah. Charge aki.","Kalau aki sering lemah, cek alternator apa jalan. Ganti alternator kalo rusak.","Kalau alternator oke, ganti aki sama yang baru."
mobil,Lampu dashboard nyala tanda aki mati,Alternator rusak,"Cek output alternator pake multimeter. Harusnya 13.5-14.5V pas mesin nyala.","Kalau output rendah, ganti alternator.","Kalau alternator oke, cek kabel sama konektor alternator."
motor,Mesin motor bunyi ketuk pas nyetir,Klep longgar,"Cek celah klep. Atur celah klep sesuai spesifikasi.","Kalau celah klep normal, cek apa ada aus di klep. Ganti klep kalo aus.","Kalau bunyi tetep ada, bawa ke bengkel buat cek lebih lanjut."
mobil,Setir mobil bunyi krek pas muter,Tie rod aus,"Cek tie rod apa ada aus. Ganti tie rod kalo aus.","Kalau tie rod oke, cek ball joint apa longgar. Ganti ball joint kalo longgar.","Kalau bunyi tetep ada, cek rack steering."
mobil,Setir mobil bunyi aneh pas belok,Power steering pump rusak,"Cek level cairan power steering. Tambahin kalo kurang.","Kalau cairan cukup, cek pompa power steering apa jalan. Ganti pompa kalo rusak.","Kalau pompa oke, cek belt power steering apa kendor."
motor,Lampu motor bunyi tik pas hujan,Kabel lampu basah,"Keringin kabel lampu sama soket lampu. Pastiin gak ada air masuk.","Kalau kabel kering, cek apa ada korslet. Isolasi kabel yang terkelupas.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi berderit pas dinyalain,Belt AC kendor,"Cek kekencangan belt AC. Kencengin belt AC kalo kendor.","Kalau belt kenceng, cek pulley AC apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek bearing kompresor AC."
mobil,AC mobil bunyi pas nyala,Kompresor AC rusak,"Dengerin apa bunyi dari kompresor. Kalo iya, kompresor rusak. Ganti kompresor.","Kalau kompresor oke, cek clutch kompresor apa jalan. Ganti clutch kalo rusak.","Bawa ke bengkel AC buat perbaikan."
motor,Mesin motor bunyi ngorok pas ujan,Karburator basah,"Keringin karburator trus pastiin gak ada air masuk.","Kalau karburator kering, cek filter udara apa basah. Keringin atau ganti filter udara.","Kalau bunyi tetep ada, cek sistem pengapian."
mobil,Mesin mobil bunyi aneh dari exhaust,Knalpot bocor,"Cek knalpot apa ada bocor. Tambal bocor pake lem knalpot atau ganti knalpot.","Kalau knalpot oke, cek catalytic converter apa tersumbat. Bersihin atau ganti catalytic converter.","Kalau bunyi tetep ada, cek sistem exhaust lain."
mobil,Mesin mobil bunyi dari knalpotnya,Header knalpot retak,"Cek header knalpot apa ada retak. Tambal retak atau ganti header knalpot.","Kalau header oke, cek gasket knalpot apa aus. Ganti gasket kalo aus.","Bawa ke bengkel buat cek lebih lanjut."
motor,Rantai motor bunyi krek pas melaju,Rantai kenceng banget,"Cek kekencangan rantai. Longgarin rantai sedikit.","Kalau rantai normal, cek apa ada gigi sprocket patah. Ganti sprocket.","Kalau bunyi tetep ada, ganti rantai."
mobil,Lampu dashboard nyala tanda mesin bermasalah,Sensor MAF rusak,"Sambungin OBD scanner buat baca kode error. Kalo kode sensor MAF, ganti sensor.","Kalau gak ada OBD scanner, cek apa mesin tersendat. Bersihin sensor MAF.","Kalau masalah tetep ada, ganti sensor MAF."
mobil,Lampu dashboard nyala tanda error,Katalis rusak,"Cek apa ada bau busuk dari knalpot. Kalo iya, katalis rusak. Ganti katalis.","Kalau gak ada bau, cek apa ada kode error katalis di ECU.","Bawa ke bengkel buat diagnosis sama perbaikan."
motor,Mesin motor bunyi ngiung dari ban,Bearing roda aus,"Cek bearing roda apa ada goyang berlebih. Ganti bearing kalo aus.","Kalau bearing oke, cek apa ada aus di as roda. Ganti as roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Setir mobil bunyi decit pas muter,Belt power steering kendor,"Cek kekencangan belt power steering. Kencengin belt kalo kendor.","Kalau belt kenceng, cek pulley power steering apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek pompa power steering."
mobil,Setir mobil bunyi aneh pas dibelokin,Bushing suspensi aus,"Cek bushing suspensi apa aus. Ganti bushing kalo aus.","Kalau bushing oke, cek shockbreaker apa ada bocor. Ganti shockbreaker.","Bawa ke bengkel buat cek suspensi."
motor,Lampu motor bunyi tik pas nyetir,Bohlam longgar,"Cek apa bohlam lampu longgar. Kencengin bohlam atau ganti soket lampu.","Kalau bohlam kenceng, cek kabel lampu apa ada yang putus. Sambung kabel yang putus.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi klik pas dinyalain,Relay AC rusak,"Cek relay AC apa jalan. Ganti relay kalo rusak.","Kalau relay oke, cek switch AC apa berfungsi. Ganti switch kalo rusak.","Kalau bunyi tetep ada, cek kompresor AC."
mobil,AC mobil bunyi aneh pas hidup,Kipas blower macet,"Cek kipas blower apa macet. Bersihin atau ganti kipas blower.","Kalau kipas blower oke, cek motor blower apa aus. Ganti motor blower.","Kalau bunyi masih ada, cek ducting AC."
motor,Mesin motor bunyi krek pas digas keras,Rantai timing longgar,"Cek kekencangan rantai timing. Kencengin rantai timing.","Kalau rantai timing normal, cek tensioner rantai timing. Ganti tensioner kalo rusak.","Kalau bunyi tetep ada, bawa ke bengkel buat cek dalam."
mobil,Mesin mobil bunyi klotok pas melaju,Bearing roda aus,"Angkat mobil trus goyangin roda. Kalo goyang berlebih, bearing aus. Ganti bearing.","Kalau bearing oke, cek apa ada aus di hub roda. Ganti hub roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Mesin mobil bunyi aneh pas nyetir,Shockbreaker rusak,"Cek shockbreaker apa ada bocor oli. Ganti shockbreaker kalo rusak.","Kalau shockbreaker oke, cek bushing suspensi apa aus. Ganti bushing.","Bawa ke bengkel buat cek suspensi."
motor,Rantai motor bunyi aneh dari tromol,Kampas rem aus,"Cek ketebalan kampas rem. Ganti kampas rem kalo aus.","Kalau kampas rem oke, cek cakram rem apa bengkok. Ratahin atau ganti cakram.","Kalau bunyi tetep ada, cek kaliper rem."
mobil,Lampu dashboard nyala tanda aki lelet,Aki lemah,"Cek voltase aki. Kalo di bawah 12.4V, aki lemah. Charge aki.","Kalau aki sering lemah, cek alternator apa jalan. Ganti alternator kalo rusak.","Kalau alternator oke, ganti aki sama yang baru."
mobil,Lampu dashboard nyala tanda aki bermasalah,Alternator rusak,"Cek output alternator pake multimeter. Harusnya 13.5-14.5V pas mesin nyala.","Kalau output rendah, ganti alternator.","Kalau alternator oke, cek kabel sama konektor alternator."
motor,Mesin motor bunyi ketuk pas melaju,Klep longgar,"Cek celah klep. Atur celah klep sesuai spesifikasi.","Kalau celah klep normal, cek apa ada aus di klep. Ganti klep kalo aus.","Kalau bunyi tetep ada, bawa ke bengkel buat cek lebih lanjut."
mobil,Setir mobil bunyi krek pas nyetir,Tie rod aus,"Cek tie rod apa ada aus. Ganti tie rod kalo aus.","Kalau tie rod oke, cek ball joint apa longgar. Ganti ball joint kalo longgar.","Kalau bunyi tetep ada, cek rack steering."
mobil,Setir mobil bunyi aneh pas muter keras,Power steering pump rusak,"Cek level cairan power steering. Tambahin kalo kurang.","Kalau cairan cukup, cek pompa power steering apa jalan. Ganti pompa kalo rusak.","Kalau pompa oke, cek belt power steering apa kendor."
motor,Lampu motor bunyi tik pas hujan deras,Kabel lampu basah,"Keringin kabel lampu sama soket lampu. Pastiin gak ada air masuk.","Kalau kabel kering, cek apa ada korslet. Isolasi kabel yang terkelupas.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi berderit pas hidup,Belt AC kendor,"Cek kekencangan belt AC. Kencengin belt AC kalo kendor.","Kalau belt kenceng, cek pulley AC apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek bearing kompresor AC."
mobil,AC mobil bunyi keras pas nyala,Kompresor AC rusak,"Dengerin apa bunyi dari kompresor. Kalo iya, kompresor rusak. Ganti kompresor.","Kalau kompresor oke, cek clutch kompresor apa jalan. Ganti clutch kalo rusak.","Bawa ke bengkel AC buat perbaikan."
motor,Mesin motor bunyi ngorok pas hujan lelet,Karburator basah,"Keringin karburator trus pastiin gak ada air masuk.","Kalau karburator kering, cek filter udara apa basah. Keringin atau ganti filter udara.","Kalau bunyi tetep ada, cek sistem pengapian."
mobil,Mesin mobil bunyi aneh dari knalpotnya,Knalpot bocor,"Cek knalpot apa ada bocor. Tambal bocor pake lem knalpot atau ganti knalpot.","Kalau knalpot oke, cek catalytic converter apa tersumbat. Bersihin atau ganti catalytic converter.","Kalau bunyi tetep ada, cek sistem exhaust lain."
mobil,Mesin mobil bunyi keras dari knalpot,Header knalpot retak,"Cek header knalpot apa ada retak. Tambal retak atau ganti header knalpot.","Kalau header oke, cek gasket knalpot apa aus. Ganti gasket kalo aus.","Bawa ke bengkel buat cek lebih lanjut."
motor,Rantai motor bunyi krek pas jalan pelan,Rantai kenceng banget,"Cek kekencangan rantai. Longgarin rantai sedikit.","Kalau rantai normal, cek apa ada gigi sprocket patah. Ganti sprocket.","Kalau bunyi tetep ada, ganti rantai."
mobil,Lampu dashboard nyala tanda check engine keras,Sensor MAF rusak,"Sambungin OBD scanner buat baca kode error. Kalo kode sensor MAF, ganti sensor.","Kalau gak ada OBD scanner, cek apa mesin tersendat. Bersihin sensor MAF.","Kalau masalah tetep ada, ganti sensor MAF."
mobil,Lampu dashboard nyala tanda mesin error,Katalis rusak,"Cek apa ada bau busuk dari knalpot. Kalo iya, katalis rusak. Ganti katalis.","Kalau gak ada bau, cek apa ada kode error katalis di ECU.","Bawa ke bengkel buat diagnosis sama perbaikan."
motor,Mesin motor bunyi ngiung dari roda depan,Bearing roda aus,"Cek bearing roda apa ada goyang berlebih. Ganti bearing kalo aus.","Kalau bearing oke, cek apa ada aus di as roda. Ganti as roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Setir mobil bunyi decit pas muter keras,Belt power steering kendor,"Cek kekencangan belt power steering. Kencengin belt kalo kendor.","Kalau belt kenceng, cek pulley power steering apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek pompa power steering."
mobil,Setir mobil bunyi aneh pas nyetir,Bushing suspensi aus,"Cek bushing suspensi apa aus. Ganti bushing kalo aus.","Kalau bushing oke, cek shockbreaker apa ada bocor. Ganti shockbreaker.","Bawa ke bengkel buat cek suspensi."
motor,Lampu motor bunyi tik pas melaju cepet,Bohlam longgar,"Cek apa bohlam lampu longgar. Kencengin bohlam atau ganti soket lampu.","Kalau bohlam kenceng, cek kabel lampu apa ada yang putus. Sambung kabel yang putus.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi klik pas nyala keras,Relay AC rusak,"Cek relay AC apa jalan. Ganti relay kalo rusak.","Kalau relay oke, cek switch AC apa berfungsi. Ganti switch kalo rusak.","Kalau bunyi tetep ada, cek kompresor AC."
mobil,AC mobil bunyi aneh pas dinyalain,Kipas blower macet,"Cek kipas blower apa macet. Bersihin atau ganti kipas blower.","Kalau kipas blower oke, cek motor blower apa aus. Ganti motor blower.","Kalau bunyi masih ada, cek ducting AC."
motor,Mesin motor bunyi krek pas ngegas pelan,Rantai timing longgar,"Cek kekencangan rantai timing. Kencengin rantai timing.","Kalau rantai timing normal, cek tensioner rantai timing. Ganti tensioner kalo rusak.","Kalau bunyi tetep ada, bawa ke bengkel buat cek dalam."
mobil,Mesin mobil bunyi klotok pas jalan pelan,Bearing roda aus,"Angkat mobil trus goyangin roda. Kalo goyang berlebih, bearing aus. Ganti bearing.","Kalau bearing oke, cek apa ada aus di hub roda. Ganti hub roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Mesin mobil bunyi aneh pas melaju,Shockbreaker rusak,"Cek shockbreaker apa ada bocor oli. Ganti shockbreaker kalo rusak.","Kalau shockbreaker oke, cek bushing suspensi apa aus. Ganti bushing.","Bawa ke bengkel buat cek suspensi."
motor,Rantai motor bunyi aneh dari roda,Kampas rem aus,"Cek ketebalan kampas rem. Ganti kampas rem kalo aus.","Kalau kampas rem oke, cek cakram rem apa bengkok. Ratahin atau ganti cakram.","Kalau bunyi tetep ada, cek kaliper rem."
mobil,Lampu dashboard nyala tanda aki lemah,Aki lemah,"Cek voltase aki. Kalo di bawah 12.4V, aki lemah. Charge aki.","Kalau aki sering lemah, cek alternator apa jalan. Ganti alternator kalo rusak.","Kalau alternator oke, ganti aki sama yang baru."
mobil,Lampu dashboard nyala tanda baterai mati,Alternator rusak,"Cek output alternator pake multimeter. Harusnya 13.5-14.5V pas mesin nyala.","Kalau output rendah, ganti alternator.","Kalau alternator oke, cek kabel sama konektor alternator."
motor,Mesin motor bunyi ketuk pas jalan pelan,Klep longgar,"Cek celah klep. Atur celah klep sesuai spesifikasi.","Kalau celah klep normal, cek apa ada aus di klep. Ganti klep kalo aus.","Kalau bunyi tetep ada, bawa ke bengkel buat cek lebih lanjut."
mobil,Setir mobil bunyi krek pas belok keras,Tie rod aus,"Cek tie rod apa ada aus. Ganti tie rod kalo aus.","Kalau tie rod oke, cek ball joint apa longgar. Ganti ball joint kalo longgar.","Kalau bunyi tetep ada, cek rack steering."
mobil,Setir mobil bunyi aneh pas muter pelan,Power steering pump rusak,"Cek level cairan power steering. Tambahin kalo kurang.","Kalau cairan cukup, cek pompa power steering apa jalan. Ganti pompa kalo rusak.","Kalau pompa oke, cek belt power steering apa kendor."
motor,Lampu motor bunyi tik pas ujan deras,Kabel lampu basah,"Keringin kabel lampu sama soket lampu. Pastiin gak ada air masuk.","Kalau kabel kering, cek apa ada korslet. Isolasi kabel yang terkelupas.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi berderit pas nyala pelan,Belt AC kendor,"Cek kekencangan belt AC. Kencengin belt AC kalo kendor.","Kalau belt kenceng, cek pulley AC apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek bearing kompresor AC."
mobil,AC mobil bunyi keras pas dinyalain,Kompresor AC rusak,"Dengerin apa bunyi dari kompresor. Kalo iya, kompresor rusak. Ganti kompresor.","Kalau kompresor oke, cek clutch kompresor apa jalan. Ganti clutch kalo rusak.","Bawa ke bengkel AC buat perbaikan."
motor,Mesin motor bunyi ngorok pas hujan deras,Karburator basah,"Keringin karburator trus pastiin gak ada air masuk.","Kalau karburator kering, cek filter udara apa basah. Keringin atau ganti filter udara.","Kalau bunyi tetep ada, cek sistem pengapian."
mobil,Mesin mobil bunyi aneh dari knalpot keras,Knalpot bocor,"Cek knalpot apa ada bocor. Tambal bocor pake lem knalpot atau ganti knalpot.","Kalau knalpot oke, cek catalytic converter apa tersumbat. Bersihin atau ganti catalytic converter.","Kalau bunyi tetep ada, cek sistem exhaust lain."
mobil,Mesin mobil bunyi aneh dari exhaust keras,Header knalpot retak,"Cek header knalpot apa ada retak. Tambal retak atau ganti header knalpot.","Kalau header oke, cek gasket knalpot apa aus. Ganti gasket kalo aus.","Bawa ke bengkel buat cek lebih lanjut."
motor,Rantai motor bunyi krek pas jalan cepet,Rantai kenceng banget,"Cek kekencangan rantai. Longgarin rantai sedikit.","Kalau rantai normal, cek apa ada gigi sprocket patah. Ganti sprocket.","Kalau bunyi tetep ada, ganti rantai."
mobil,Lampu dashboard nyala tanda check engine pelan,Sensor MAF rusak,"Sambungin OBD scanner buat baca kode error. Kalo kode sensor MAF, ganti sensor.","Kalau gak ada OBD scanner, cek apa mesin tersendat. Bersihin sensor MAF.","Kalau masalah tetep ada, ganti sensor MAF."
mobil,Lampu dashboard nyala tanda mesin bermasalah,Katalis rusak,"Cek apa ada bau busuk dari knalpot. Kalo iya, katalis rusak. Ganti katalis.","Kalau gak ada bau, cek apa ada kode error katalis di ECU.","Bawa ke bengkel buat diagnosis sama perbaikan."
motor,Mesin motor bunyi ngiung dari roda belakang,Bearing roda aus,"Cek bearing roda apa ada goyang berlebih. Ganti bearing kalo aus.","Kalau bearing oke, cek apa ada aus di as roda. Ganti as roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Setir mobil bunyi decit pas belok pelan,Belt power steering kendor,"Cek kekencangan belt power steering. Kencengin belt kalo kendor.","Kalau belt kenceng, cek pulley power steering apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek pompa power steering."
mobil,Setir mobil bunyi aneh pas muter cepet,Bushing suspensi aus,"Cek bushing suspensi apa aus. Ganti bushing kalo aus.","Kalau bushing oke, cek shockbreaker apa ada bocor. Ganti shockbreaker.","Bawa ke bengkel buat cek suspensi."
motor,Lampu motor bunyi tik pas jalan pelan,Bohlam longgar,"Cek apa bohlam lampu longgar. Kencengin bohlam atau ganti soket lampu.","Kalau bohlam kenceng, cek kabel lampu apa ada yang putus. Sambung kabel yang putus.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi klik pas nyala pelan,Relay AC rusak,"Cek relay AC apa jalan. Ganti relay kalo rusak.","Kalau relay oke, cek switch AC apa berfungsi. Ganti switch kalo rusak.","Kalau bunyi tetep ada, cek kompresor AC."
mobil,AC mobil bunyi aneh pas nyala pelan,Kipas blower macet,"Cek kipas blower apa macet. Bersihin atau ganti kipas blower.","Kalau kipas blower oke, cek motor blower apa aus. Ganti motor blower.","Kalau bunyi masih ada, cek ducting AC."
motor,Mesin motor bunyi krek pas ngegas keras,Rantai timing longgar,"Cek kekencangan rantai timing. Kencengin rantai timing.","Kalau rantai timing normal, cek tensioner rantai timing. Ganti tensioner kalo rusak.","Kalau bunyi tetep ada, bawa ke bengkel buat cek dalam."
mobil,Mesin mobil bunyi klotok pas jalan cepet,Bearing roda aus,"Angkat mobil trus goyangin roda. Kalo goyang berlebih, bearing aus. Ganti bearing.","Kalau bearing oke, cek apa ada aus di hub roda. Ganti hub roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Mesin mobil bunyi aneh pas nyetir cepet,Shockbreaker rusak,"Cek shockbreaker apa ada bocor oli. Ganti shockbreaker kalo rusak.","Kalau shockbreaker oke, cek bushing suspensi apa aus. Ganti bushing.","Bawa ke bengkel buat cek suspensi."
motor,Rantai motor bunyi aneh dari tromol belakang,Kampas rem aus,"Cek ketebalan kampas rem. Ganti kampas rem kalo aus.","Kalau kampas rem oke, cek cakram rem apa bengkok. Ratahin atau ganti cakram.","Kalau bunyi tetep ada, cek kaliper rem."
mobil,Lampu dashboard nyala tanda aki pelan,Aki lemah,"Cek voltase aki. Kalo di bawah 12.4V, aki lemah. Charge aki.","Kalau aki sering lemah, cek alternator apa jalan. Ganti alternator kalo rusak.","Kalau alternator oke, ganti aki sama yang baru."
mobil,Lampu dashboard nyala tanda baterai lelet,Alternator rusak,"Cek output alternator pake multimeter. Harusnya 13.5-14.5V pas mesin nyala.","Kalau output rendah, ganti alternator.","Kalau alternator oke, cek kabel sama konektor alternator."
motor,Mesin motor bunyi ketuk pas jalan cepet,Klep longgar,"Cek celah klep. Atur celah klep sesuai spesifikasi.","Kalau celah klep normal, cek apa ada aus di klep. Ganti klep kalo aus.","Kalau bunyi tetep ada, bawa ke bengkel buat cek lebih lanjut."
mobil,Setir mobil bunyi krek pas belok cepet,Tie rod aus,"Cek tie rod apa ada aus. Ganti tie rod kalo aus.","Kalau tie rod oke, cek ball joint apa longgar. Ganti ball joint kalo longgar.","Kalau bunyi tetep ada, cek rack steering."
mobil,Setir mobil bunyi aneh pas muter keras banget,Power steering pump rusak,"Cek level cairan power steering. Tambahin kalo kurang.","Kalau cairan cukup, cek pompa power steering apa jalan. Ganti pompa kalo rusak.","Kalau pompa oke, cek belt power steering apa kendor."
motor,Lampu motor bunyi tik pas ujan lelet,Kabel lampu basah,"Keringin kabel lampu sama soket lampu. Pastiin gak ada air masuk.","Kalau kabel kering, cek apa ada korslet. Isolasi kabel yang terkelupas.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi berderit pas nyala cepet,Belt AC kendor,"Cek kekencangan belt AC. Kencengin belt AC kalo kendor.","Kalau belt kenceng, cek pulley AC apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek bearing kompresor AC."
mobil,AC mobil bunyi keras pas nyala keras,Kompresor AC rusak,"Dengerin apa bunyi dari kompresor. Kalo iya, kompresor rusak. Ganti kompresor.","Kalau kompresor oke, cek clutch kompresor apa jalan. Ganti clutch kalo rusak.","Bawa ke bengkel AC buat perbaikan."
motor,Mesin motor bunyi ngorok pas hujan keras,Karburator basah,"Keringin karburator trus pastiin gak ada air masuk.","Kalau karburator kering, cek filter udara apa basah. Keringin atau ganti filter udara.","Kalau bunyi tetep ada, cek sistem pengapian."
mobil,Mesin mobil bunyi aneh dari knalpot pelan,Knalpot bocor,"Cek knalpot apa ada bocor. Tambal bocor pake lem knalpot atau ganti knalpot.","Kalau knalpot oke, cek catalytic converter apa tersumbat. Bersihin atau ganti catalytic converter.","Kalau bunyi tetep ada, cek sistem exhaust lain."
mobil,Mesin mobil bunyi aneh dari knalpot cepet,Header knalpot retak,"Cek header knalpot apa ada retak. Tambal retak atau ganti header knalpot.","Kalau header oke, cek gasket knalpot apa aus. Ganti gasket kalo aus.","Bawa ke bengkel buat cek lebih lanjut."
motor,Rantai motor bunyi krek pas jalan keras,Rantai kenceng banget,"Cek kekencangan rantai. Longgarin rantai sedikit.","Kalau rantai normal, cek apa ada gigi sprocket patah. Ganti sprocket.","Kalau bunyi tetep ada, ganti rantai."
mobil,Lampu dashboard nyala tanda check engine cepet,Sensor MAF rusak,"Sambungin OBD scanner buat baca kode error. Kalo kode sensor MAF, ganti sensor.","Kalau gak ada OBD scanner, cek apa mesin tersendat. Bersihin sensor MAF.","Kalau masalah tetep ada, ganti sensor MAF."
mobil,Lampu dashboard nyala tanda mesin keras,Katalis rusak,"Cek apa ada bau busuk dari knalpot. Kalo iya, katalis rusak. Ganti katalis.","Kalau gak ada bau, cek apa ada kode error katalis di ECU.","Bawa ke bengkel buat diagnosis sama perbaikan."
motor,Mesin motor bunyi ngiung dari roda tengah,Bearing roda aus,"Cek bearing roda apa ada goyang berlebih. Ganti bearing kalo aus.","Kalau bearing oke, cek apa ada aus di as roda. Ganti as roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Setir mobil bunyi decit pas belok cepet,Belt power steering kendor,"Cek kekencangan belt power steering. Kencengin belt kalo kendor.","Kalau belt kenceng, cek pulley power steering apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek pompa power steering."
mobil,Setir mobil bunyi aneh pas muter lelet,Bushing suspensi aus,"Cek bushing suspensi apa aus. Ganti bushing kalo aus.","Kalau bushing oke, cek shockbreaker apa ada bocor. Ganti shockbreaker.","Bawa ke bengkel buat cek suspensi."
motor,Lampu motor bunyi tik pas jalan cepet,Bohlam longgar,"Cek apa bohlam lampu longgar. Kencengin bohlam atau ganti soket lampu.","Kalau bohlam kenceng, cek kabel lampu apa ada yang putus. Sambung kabel yang putus.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi klik pas nyala cepet,Relay AC rusak,"Cek relay AC apa jalan. Ganti relay kalo rusak.","Kalau relay oke, cek switch AC apa berfungsi. Ganti switch kalo rusak.","Kalau bunyi tetep ada, cek kompresor AC."
mobil,AC mobil bunyi aneh pas nyala keras,Kipas blower macet,"Cek kipas blower apa macet. Bersihin atau ganti kipas blower.","Kalau kipas blower oke, cek motor blower apa aus. Ganti motor blower.","Kalau bunyi masih ada, cek ducting AC."
motor,Mesin motor bunyi krek pas ngegas cepet,Rantai timing longgar,"Cek kekencangan rantai timing. Kencengin rantai timing.","Kalau rantai timing normal, cek tensioner rantai timing. Ganti tensioner kalo rusak.","Kalau bunyi tetep ada, bawa ke bengkel buat cek dalam."
mobil,Mesin mobil bunyi klotok pas jalan keras,Bearing roda aus,"Angkat mobil trus goyangin roda. Kalo goyang berlebih, bearing aus. Ganti bearing.","Kalau bearing oke, cek apa ada aus di hub roda. Ganti hub roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Mesin mobil bunyi aneh pas nyetir pelan,Shockbreaker rusak,"Cek shockbreaker apa ada bocor oli. Ganti shockbreaker kalo rusak.","Kalau shockbreaker oke, cek bushing suspensi apa aus. Ganti bushing.","Bawa ke bengkel buat cek suspensi."
motor,Rantai motor bunyi aneh dari roda depan,Kampas rem aus,"Cek ketebalan kampas rem. Ganti kampas rem kalo aus.","Kalau kampas rem oke, cek cakram rem apa bengkok. Ratahin atau ganti cakram.","Kalau bunyi tetep ada, cek kaliper rem."
mobil,Lampu dashboard nyala tanda aki keras,Aki lemah,"Cek voltase aki. Kalo di bawah 12.4V, aki lemah. Charge aki.","Kalau aki sering lemah, cek alternator apa jalan. Ganti alternator kalo rusak.","Kalau alternator oke, ganti aki sama yang baru."
mobil,Lampu dashboard nyala tanda baterai pelan,Alternator rusak,"Cek output alternator pake multimeter. Harusnya 13.5-14.5V pas mesin nyala.","Kalau output rendah, ganti alternator.","Kalau alternator oke, cek kabel sama konektor alternator."
motor,Mesin motor bunyi ketuk pas jalan keras,Klep longgar,"Cek celah klep. Atur celah klep sesuai spesifikasi.","Kalau celah klep normal, cek apa ada aus di klep. Ganti klep kalo aus.","Kalau bunyi tetep ada, bawa ke bengkel buat cek lebih lanjut."
